racecourse,raceid,racedate,racetime,horseno,horsename,pricemoney,numrunners,raceterms,going,OR,TS,RPR,Flag1,Flag2,Flag3,Flag4,Flag5,draw,pastperformance,lastrun,horseage,weight,trainerRFT,jockeyallowance
Naas,788565,2021-07-03,2:30,8,Betrayed,NA,7,EW Terms:,Good,66,71,87,92,-47,-31,82.75,4.66666666666667,4,117767,22,3,118,39,
Haydock,786215,2021-07-03,2:40,1,Alpinista,65217,9                            (MAX 17),EW Terms:,Soft,113,95,125,107,-36,-6,167.5,21.6666666666667,3,4122-1,64,4,131,86,
Haydock,786215,2021-07-03,2:40,2,Bharani Star,65217,9                            (MAX 17),EW Terms:,Soft,98,82,113,97,-49,-18,113.5,10,7,1468-1,45,4,131,,
Haydock,786215,2021-07-03,2:40,3,Cabaletta,65217,9                            (MAX 17),EW Terms:,Soft,100,75,116,91,-56,-15,99.75,6.66666666666667,5,220-32,35,4,131,47,
Haydock,786215,2021-07-03,2:40,4,La Lune,65217,9                            (MAX 17),EW Terms:,Soft,104,59,111,66,-72,-20,25,-8.66666666666667,1,300-11,35,5,131,41,
Haydock,786215,2021-07-03,2:40,5,Makawee,65217,9                            (MAX 17),EW Terms:,Soft,103,94,117,108,-37,-14,154.5,19,9,15-233,21,6,131,46,
Haydock,786215,2021-07-03,2:40,6,Tribal Craft,65217,9                            (MAX 17),EW Terms:,Soft,106,86,116,96,-45,-15,120.75,12,8,648-21,42,5,131,50,
Haydock,786215,2021-07-03,2:40,7,Dubai Fountain,65217,9                            (MAX 17),EW Terms:,Soft,105,110,120,125,-9,1,242.75,39,4,24-105,16,3,119,51,
Haydock,786215,2021-07-03,2:40,8,Lady Hayes,65217,9                            (MAX 17),EW Terms:,Soft,95,59,105,69,-60,-14,53.5,-1.66666666666667,6,115-42,43,3,119,47,
Haydock,786215,2021-07-03,2:40,9,Mystery Angel,65217,9                            (MAX 17),EW Terms:,Soft,100,93,111,104,-26,-8,168,23.3333333333333,2,225142,29,3,119,56,
Leicester,786260,2021-07-03,2:45,1,Mystery Show,7851,5                            (MAX 17),EW Terms:,Good To Firm,82,68,90,76,-67,-45,6.25,-12,2,5-6184,17,3,135,53,
Leicester,786260,2021-07-03,2:45,2,Portfolio,7851,5                            (MAX 17),EW Terms:,Good To Firm,79,84,92,97,-48,-40,76,3,3,25-34,39,3,132,78,
Leicester,786260,2021-07-03,2:45,3,Jewel In My Crown,7851,5                            (MAX 17),EW Terms:,Good To Firm,79,76,90,87,-56,-42,44.5,-3.66666666666667,1,34-411,23,3,132,60,
Leicester,786260,2021-07-03,2:45,4,Khezaana,7851,5                            (MAX 17),EW Terms:,Good To Firm,79,78,91,90,-54,-41,54.25,-1.66666666666667,4,6-3173,17,3,132,51,
Leicester,786260,2021-07-03,2:45,5,Unfoolish,7851,5                            (MAX 17),EW Terms:,Good To Firm,75,51,86,62,-77,-42,-26.5,-19,5,033,22,3,128,41,
Beverley,786239,2021-07-03,2:52,1,Adeb,3942,13                            (MAX 17),EW Terms:,Good To Firm,NA,60,79,NA,-71,-52,NA,NA,8,24,57,2,131,51,
Beverley,786239,2021-07-03,2:52,2,Big Boy Harley,3942,13                            (MAX 17),EW Terms:,Good To Firm,NA,67,87,NA,-64,-44,NA,NA,10,23,28,2,131,54,
Beverley,786239,2021-07-03,2:52,3,Final Account,3942,13                            (MAX 17),EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,3,,16,2,131,51,
Beverley,786239,2021-07-03,2:52,4,Galileo Glass,3942,13                            (MAX 17),EW Terms:,Good To Firm,NA,44,66,NA,-87,-65,NA,NA,9,65,26,2,131,17,
Beverley,786239,2021-07-03,2:52,5,Golden Duke,3942,13                            (MAX 17),EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,2,,22,2,131,41,
Beverley,786239,2021-07-03,2:52,6,Mehmentum,3942,13                            (MAX 17),EW Terms:,Good To Firm,NA,45,77,NA,-86,-54,NA,NA,4,3,36,2,131,30,
Beverley,786239,2021-07-03,2:52,7,Neigh Cash,3942,13                            (MAX 17),EW Terms:,Good To Firm,NA,49,59,NA,-82,-72,NA,NA,6,6,12,2,131,43,
Beverley,786239,2021-07-03,2:52,8,Pockett Rockett,3942,13                            (MAX 17),EW Terms:,Good To Firm,NA,62,82,NA,-69,-49,NA,NA,11,4,36,2,131,48,
Beverley,786239,2021-07-03,2:52,9,Primo,3942,13                            (MAX 17),EW Terms:,Good To Firm,NA,39,56,NA,-92,-75,NA,NA,7,55,24,2,131,56,
Beverley,786239,2021-07-03,2:52,10,Shamlaan,3942,13                            (MAX 17),EW Terms:,Good To Firm,NA,28,51,NA,-103,-80,NA,NA,1,6,57,2,131,46,
Beverley,786239,2021-07-03,2:52,11,Top Exhibit,3942,13                            (MAX 17),EW Terms:,Good To Firm,NA,56,79,NA,-75,-52,NA,NA,12,62,28,2,131,53,
Beverley,786239,2021-07-03,2:52,12,Enraged,3942,13                            (MAX 17),EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,13,,16,2,126,64,
Beverley,786239,2021-07-03,2:52,13,Whinlatter,3942,13                            (MAX 17),EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,5,,26,2,126,64,
Sandown,786249,2021-07-03,3:00,1,Aunty Bridy,29489,10                            (MAX 17),EW Terms:,Good,103,97,115,109,-29,-11,169.75,23,10,162-0,76,3,126,74,
Sandown,786249,2021-07-03,3:00,2,Auria,29489,10                            (MAX 17),EW Terms:,Good,94,98,110,114,-28,-16,172,23.3333333333333,9,31-24,23,3,126,49,
Sandown,786249,2021-07-03,3:00,3,Glesga Gal,29489,10                            (MAX 17),EW Terms:,Good,91,NA,107,NA,NA,-19,NA,NA,3,291-10,15,3,126,85,
Sandown,786249,2021-07-03,3:00,4,Kestenna,29489,10                            (MAX 17),EW Terms:,Good,97,78,114,95,-48,-12,121,11.6666666666667,8,211250,15,3,126,68,
Sandown,786249,2021-07-03,3:00,5,Lucid Dreamer,29489,10                            (MAX 17),EW Terms:,Good,90,64,107,81,-62,-19,66.75,0,6,11-0,76,3,126,68,
Sandown,786249,2021-07-03,3:00,6,Ready To Venture,29489,10                            (MAX 17),EW Terms:,Good,93,93,109,109,-33,-17,155.25,19.6666666666667,2,21-36,43,3,126,74,
Sandown,786249,2021-07-03,3:00,7,Rosemary And Thyme,29489,10                            (MAX 17),EW Terms:,Good,85,72,97,84,-54,-29,63.25,0.333333333333333,7,571234,10,3,126,64,
Sandown,786249,2021-07-03,3:00,8,Seattle Rock,29489,10                            (MAX 17),EW Terms:,Good,93,88,110,105,-38,-16,144,17,11,33-701,23,3,126,33,
Sandown,786249,2021-07-03,3:00,9,Senita,29489,10                            (MAX 17),EW Terms:,Good,88,62,102,76,-64,-24,46,-4,4,221-76,52,3,126,68,
Sandown,786249,2021-07-03,3:00,10,Shine For You,29489,10                            (MAX 17),EW Terms:,Good,97,83,113,99,-43,-13,132.25,14.3333333333333,1,213-46,8,3,126,48,
Sandown,786249,2021-07-03,3:00,11,Statement,29489,10                            (MAX 17),EW Terms:,Good,106,95,119,108,-31,-7,172.75,23.3333333333333,5,21-283,28,3,126,63,
Naas,788566,2021-07-03,3:05,1,Anchorage,NA,6,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,6,,23,2,133,62,
Naas,788566,2021-07-03,3:05,2,Apache Star,NA,6,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,5,,20,2,133,70,7
Naas,788566,2021-07-03,3:05,3,I Am Magic,NA,6,EW Terms:,Good,NA,49,79,NA,-84,-54,NA,NA,7,5,23,2,133,71,
Naas,788566,2021-07-03,3:05,4,Obdurate,NA,6,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,,20,2,133,48,
Naas,788566,2021-07-03,3:05,5,Trent,NA,6,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,1,,23,2,133,61,
Naas,788566,2021-07-03,3:05,6,Unconquerable,NA,6,EW Terms:,Good,NA,75,89,NA,-58,-44,NA,NA,4,822,20,2,133,70,
Naas,788566,2021-07-03,3:05,7,Vega Magnifico,NA,6,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,,23,2,133,67,
Haydock,786216,2021-07-03,3:15,1,Pablo Escobarr,51540,12                            (MAX 17),EW Terms:,Soft,106,71,117,82,-65,-19,65.75,-0.666666666666667,17,310-53,7,5,136,78,
Haydock,786216,2021-07-03,3:15,2,Zabeel Champion,51540,12                            (MAX 17),EW Terms:,Soft,104,82,115,93,-52,-19,100.75,7.33333333333333,7,-21113,15,4,134,51,
Haydock,786216,2021-07-03,3:15,3,Alounak,51540,12                            (MAX 17),EW Terms:,Soft,102,50,116,64,-82,-16,18,-11.3333333333333,6,685-77,15,6,132,50,
Haydock,786216,2021-07-03,3:15,4,Win O'Clock,51540,12                            (MAX 17),EW Terms:,Soft,102,95,117,110,-37,-15,156.75,19.3333333333333,4,11-549,15,4,132,70,3
Haydock,786216,2021-07-03,3:15,5,Pirate King,51540,12                            (MAX 17),EW Terms:,Soft,101,NA,114,NA,NA,-17,NA,NA,3,142-31,154,6,131,55,
Haydock,786216,2021-07-03,3:15,6,Aaddeey,51540,12                            (MAX 17),EW Terms:,Soft,100,91,114,105,-39,-16,143,16.6666666666667,13,13-215,15,4,130,65,3
Haydock,786216,2021-07-03,3:15,7,Scarlet Dragon,51540,12                            (MAX 17),EW Terms:,Soft,100,100,116,116,-30,-14,177.5,24,2,54-356,15,8,130,41,
Haydock,786216,2021-07-03,3:15,8,Midnights Legacy,51540,12                            (MAX 17),EW Terms:,Soft,100,105,113,118,-25,-17,181.25,25.3333333333333,12,-23521,28,4,130,41,
Haydock,786216,2021-07-03,3:15,9,My Frankel,51540,12                            (MAX 17),EW Terms:,Soft,100,51,115,66,-79,-15,26.75,-9.33333333333333,15,110-10,52,4,130,78,
Haydock,786216,2021-07-03,3:15,10,Brilliant Light,51540,12                            (MAX 17),EW Terms:,Soft,99,98,113,112,-31,-16,165,21.6666666666667,14,-43340,18,4,129,55,3
Haydock,786216,2021-07-03,3:15,11,Soto Sizzler,51540,12                            (MAX 17),EW Terms:,Soft,98,104,115,121,-24,-13,195.25,28,9,2/4272,28,6,128,43,
Haydock,786216,2021-07-03,3:15,12,Grand Bazaar,51540,12                            (MAX 17),EW Terms:,Soft,97,96,117,116,-31,-10,183.5,25,8,2510-3,62,4,127,68,
Haydock,786216,2021-07-03,3:15,13,Lost Eden,51540,12                            (MAX 17),EW Terms:,Soft,96,NA,108,NA,NA,-18,NA,NA,11,2-110,56,4,126,48,
Haydock,786216,2021-07-03,3:15,14,The Trader,51540,12                            (MAX 17),EW Terms:,Soft,95,103,116,124,-22,-9,210.25,31,1,-56147,28,5,125,51,
Haydock,786216,2021-07-03,3:15,15,Valyrian Steel,51540,12                            (MAX 17),EW Terms:,Soft,95,78,114,97,-47,-11,127.75,13,5,14-511,31,4,125,47,
Haydock,786216,2021-07-03,3:15,16,Dark Jedi,51540,12                            (MAX 17),EW Terms:,Soft,94,102,116,124,-22,-8,212,31.3333333333333,10,4222-5,7,5,124,51,
Haydock,786216,2021-07-03,3:15,17,Longsider,51540,12                            (MAX 17),EW Terms:,Soft,92,NA,111,NA,NA,-11,NA,NA,18,4/1-1,147,4,122,85,
Leicester,786261,2021-07-03,3:20,1,Corvair,6210,8                            (MAX 18),EW Terms:,Good To Firm,94,81,100,87,-59,-40,45,-4,8,5-9820,16,4,140,62,
Leicester,786261,2021-07-03,3:20,2,Dance Fever,6210,8                            (MAX 18),EW Terms:,Good To Firm,93,80,100,87,-59,-39,46.75,-3.66666666666667,1,1/42-0,16,4,139,42,
Leicester,786261,2021-07-03,3:20,3,Typhoon Ten,6210,8                            (MAX 18),EW Terms:,Good To Firm,89,76,99,86,-59,-36,50,-3,7,033222,14,5,135,49,
Leicester,786261,2021-07-03,3:20,4,Golden Force,6210,8                            (MAX 18),EW Terms:,Good To Firm,84,62,100,78,-68,-30,35.5,-6.66666666666667,2,31-405,119,5,130,58,
Leicester,786261,2021-07-03,3:20,5,Herculean,6210,8                            (MAX 18),EW Terms:,Good To Firm,76,NA,94,NA,NA,-28,NA,NA,4,780000,7,6,122,13,
Leicester,786261,2021-07-03,3:20,6,Captain Cooper,6210,8                            (MAX 18),EW Terms:,Good To Firm,83,88,99,104,-33,-22,136.5,16.3333333333333,3,6-1456,28,3,121,48,
Leicester,786261,2021-07-03,3:20,7,The Attorney,6210,8                            (MAX 18),EW Terms:,Good To Firm,80,70,102,92,-48,-16,108,9.33333333333333,5,331-04,27,3,118,48,
Leicester,786261,2021-07-03,3:20,8,Selected,6210,8                            (MAX 18),EW Terms:,Good To Firm,79,73,97,91,-44,-20,103,9,6,3-8552,24,3,117,51,
Beverley,786235,2021-07-03,3:27,1,Cowboy Soldier,6543,10                            (MAX 17),EW Terms:,Good To Soft,80,84,90,94,-54,-48,50,-2.66666666666667,10,67-256,28,6,138,46,
Beverley,786235,2021-07-03,3:27,2,The Bell Conductor,6543,10                            (MAX 17),EW Terms:,Good To Soft,75,57,86,68,-76,-47,-22.25,-18.3333333333333,6,1/77-0,18,4,133,29,
Beverley,786235,2021-07-03,3:27,3,Night On Earth,6543,10                            (MAX 17),EW Terms:,Good To Soft,80,87,89,96,-46,-44,69,2,2,-02077,14,3,133,39,7
Beverley,786235,2021-07-03,3:27,4,Latin Five,6543,10                            (MAX 17),EW Terms:,Good To Soft,74,64,88,78,-68,-44,11,-11.3333333333333,7,-07755,19,4,132,42,
Beverley,786235,2021-07-03,3:27,5,Freedom Flyer,6543,10                            (MAX 17),EW Terms:,Good To Soft,73,81,89,97,-50,-42,70.5,1.66666666666667,12,6-5309,47,4,131,40,
Beverley,786235,2021-07-03,3:27,6,Koropick,6543,10                            (MAX 17),EW Terms:,Good To Soft,73,NA,88,NA,NA,-43,NA,NA,4,/00-08,8,7,131,50,
Beverley,786235,2021-07-03,3:27,7,Young Tiger,6543,10                            (MAX 17),EW Terms:,Good To Soft,71,79,89,97,-50,-40,74,2.33333333333333,3,629-45,26,8,129,,
Beverley,786235,2021-07-03,3:27,8,Buniann,6543,10                            (MAX 17),EW Terms:,Good To Soft,71,55,88,72,-74,-41,-1.75,-14.3333333333333,9,213626,30,5,129,42,
Beverley,786235,2021-07-03,3:27,9,Dark Shot,6543,10                            (MAX 17),EW Terms:,Good To Soft,70,83,90,103,-45,-38,94.5,6.66666666666667,8,224435,7,8,128,44,3
Beverley,786235,2021-07-03,3:27,10,East Street Revue,6543,10                            (MAX 17),EW Terms:,Good To Soft,68,73,89,94,-53,-37,70.25,1.33333333333333,1,-60835,8,8,126,48,
Beverley,786235,2021-07-03,3:27,11,Lockdown Latchico,6543,10                            (MAX 17),EW Terms:,Good To Soft,72,41,87,56,-84,-38,-38.5,-22,5,231-7,9,3,125,37,
Beverley,786235,2021-07-03,3:27,12,Obee Jo,6543,10                            (MAX 17),EW Terms:,Good To Soft,63,69,90,96,-52,-31,85.75,4.33333333333333,11,6-5013,26,5,121,48,3
Sandown,782885,2021-07-03,3:35,1,Addeybb,340260,4                            (MAX 17),EW Terms:,Good,125,NA,133,NA,NA,0,NA,NA,4,211-21,77,7,133,78,
