racecourse,raceid,racedate,racetime,horseno,horsename,pricemoney,numrunners,raceterms,going,OR,TS,RPR,Flag1,Flag2,Flag3,Flag4,Flag5,draw,pastperformance,lastrun,horseage,weight,trainerRFT,jockeyallowance
Randwick,800573,2021-12-11,5:40,15,Steely,242978,19,EW Terms:,Good To Soft,NA,NA,NA,NA,NA,NA,NA,NA,4,441121,21,5,117,,
Randwick,800573,2021-12-11,5:40,16,Exoboom,242978,19,EW Terms:,Good To Soft,NA,NA,90,NA,NA,-27,NA,NA,8,089105,7,4,117,,
Randwick,800573,2021-12-11,5:40,17,Brutality,242978,19,EW Terms:,Good To Soft,NA,NA,114,NA,NA,-3,NA,NA,13,410343,21,5,117,,
Randwick,800573,2021-12-11,5:40,18,Grove Ferry,242978,19,EW Terms:,Good To Soft,NA,NA,132,NA,NA,15,NA,NA,5,813763,140,4,117,,
Randwick,800573,2021-12-11,5:40,19,Kirwan's Lane,242978,19,EW Terms:,Good To Soft,NA,NA,NA,NA,NA,NA,NA,NA,2,413776,21,5,117,,
Randwick,800573,2021-12-11,5:40,20,Wheelhouse,242978,19,EW Terms:,Good To Soft,NA,NA,125,NA,NA,8,NA,NA,20,509727,28,4,117,,
Randwick,800573,2021-12-11,5:40,21,Lease,242978,19,EW Terms:,Good To Soft,NA,NA,120,NA,NA,1,NA,NA,10,423242,14,3,119,,
Chukyo,800653,2021-12-11,6:35,1,Ice Bubble,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,1,782750,34,6,121,,
Chukyo,800653,2021-12-11,6:35,2,Shonan Bardi,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,2,323508,84,5,121,,
Chukyo,800653,2021-12-11,6:35,3,Admire Virgo,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,3,-09723,84,4,123,,
Chukyo,800653,2021-12-11,6:35,4,Trust Kenshin,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,4,-59701,83,6,117,,
Chukyo,800653,2021-12-11,6:35,5,Last Draft,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,5,2-3808,41,5,126,,
Chukyo,800653,2021-12-11,6:35,6,African Gold,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,6,407098,55,6,119,,
Chukyo,800653,2021-12-11,6:35,7,Sifflement,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,7,-74010,70,5,119,,
Chukyo,800653,2021-12-11,6:35,8,Hindu Times,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,8,443-10,189,5,125,,
Chukyo,800653,2021-12-11,6:35,9,Shigeru Pink Dia,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,9,-97500,56,5,119,,
Chukyo,800653,2021-12-11,6:35,10,Boccherini,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,10,1-2562,146,5,127,,
Chukyo,800653,2021-12-11,6:35,11,Meiner Fanrong,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,11,020108,27,6,123,,
Chukyo,800653,2021-12-11,6:35,12,Diamant Minoru,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,12,304845,34,4,119,,
Chukyo,800653,2021-12-11,6:35,13,Yashamaru,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,13,111947,55,4,119,,
Chukyo,800653,2021-12-11,6:35,14,Lagom,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,14,100001,84,3,123,,
Chukyo,800653,2021-12-11,6:35,15,Bio Spark,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,15,0093P9,27,6,126,,
Chukyo,800653,2021-12-11,6:35,16,King Of Koji,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,16,1113-9,76,5,126,,
Chukyo,800653,2021-12-11,6:35,17,Precious Blue,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,17,205623,55,7,121,,
Chukyo,800653,2021-12-11,6:35,18,Leyenda,294984,18,EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,18,7-0906,90,6,126,,
Fairyhouse,800207,2021-12-11,11:30,1,Blue Lord,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,123F3-,228,6,168,46,
Fairyhouse,800207,2021-12-11,11:30,2,Cayd Boy,NA,14,EW Terms:,Yielding To Soft,NA,103,139,NA,-65,-29,NA,NA,,1200-2,47,6,168,29,
Fairyhouse,800207,2021-12-11,11:30,3,Dark Spark,NA,14,EW Terms:,Yielding To Soft,NA,88,113,NA,-80,-55,NA,NA,,-42134,16,5,168,25,
Fairyhouse,800207,2021-12-11,11:30,4,El Barra,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,04211-,225,7,168,46,
Fairyhouse,800207,2021-12-11,11:30,5,Everglow,NA,14,EW Terms:,Yielding To Soft,NA,69,131,NA,-99,-37,NA,NA,,394-56,7,6,168,41,
Fairyhouse,800207,2021-12-11,11:30,6,Fantastic Allen,NA,14,EW Terms:,Yielding To Soft,NA,46,98,NA,-122,-70,NA,NA,,-00980,28,6,168,,
Fairyhouse,800207,2021-12-11,11:30,7,History Of Fashion,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,44654-,227,7,168,40,3
Fairyhouse,800207,2021-12-11,11:30,8,Quantum Realm,NA,14,EW Terms:,Yielding To Soft,NA,36,92,NA,-132,-76,NA,NA,,2715F0,6,5,168,48,
Fairyhouse,800207,2021-12-11,11:30,9,Top Line Tommy,NA,14,EW Terms:,Yielding To Soft,NA,87,112,NA,-81,-56,NA,NA,,B243P5,16,5,168,67,5
Fairyhouse,800207,2021-12-11,11:30,10,A Cheap Thrill,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,P0908,14,4,162,30,
Fairyhouse,800207,2021-12-11,11:30,11,Hardy Bloke,NA,14,EW Terms:,Yielding To Soft,NA,16,90,NA,-146,-72,NA,NA,,2P0930,7,4,162,30,
Fairyhouse,800207,2021-12-11,11:30,12,Mica Malpic,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,168-F,6,4,162,,
Fairyhouse,800207,2021-12-11,11:30,13,Atlantic Fairy,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,/2116-,251,7,161,45,
Fairyhouse,800207,2021-12-11,11:30,14,Razzle Dazzle Love,NA,14,EW Terms:,Yielding To Soft,NA,99,137,NA,-62,-24,NA,NA,,3678-2,49,7,161,43,5
Fairyhouse,800207,2021-12-11,11:30,15,Know The Game,NA,14,EW Terms:,Yielding To Soft,NA,37,70,NA,-131,-98,NA,NA,,089-0,21,5,168,50,
Doncaster,798234,2021-12-11,11:50,1,Gredin,5991,8                            (MAX 18),EW Terms:,Good To Soft,NA,NA,127,NA,NA,-31,NA,NA,0,P2-1,41,5,158,47,
Doncaster,798234,2021-12-11,11:50,2,Ask The Doc,5991,8                            (MAX 18),EW Terms:,Good To Soft,NA,69,126,NA,-83,-26,NA,NA,0,4-2,18,5,152,40,
Doncaster,798234,2021-12-11,11:50,3,Fine By Me,5991,8                            (MAX 18),EW Terms:,Good To Soft,NA,NA,NA,NA,NA,NA,NA,NA,0,230,49,4,152,36,10
Doncaster,798234,2021-12-11,11:50,4,Kicksaftersix,5991,8                            (MAX 18),EW Terms:,Good To Soft,NA,NA,NA,NA,NA,NA,NA,NA,0,5-3F,41,5,152,20,
Doncaster,798234,2021-12-11,11:50,5,Let It Loose,5991,8                            (MAX 18),EW Terms:,Good To Soft,NA,NA,NA,NA,NA,NA,NA,NA,0,70-,303,5,152,33,
Doncaster,798234,2021-12-11,11:50,6,Mucho Mas,5991,8                            (MAX 18),EW Terms:,Good To Soft,NA,92,127,NA,-60,-25,NA,NA,0,1P-6,35,5,152,50,
Doncaster,798234,2021-12-11,11:50,7,The Street,5991,8                            (MAX 18),EW Terms:,Good To Soft,NA,97,109,NA,-55,-43,NA,NA,0,57,22,5,152,35,
Doncaster,798234,2021-12-11,11:50,8,Top Of The Bill,5991,8                            (MAX 18),EW Terms:,Good To Soft,NA,109,131,NA,-43,-21,NA,NA,0,3223-4,32,5,152,36,3
Doncaster,798234,2021-12-11,11:50,9,Westwood Ryder,5991,8                            (MAX 18),EW Terms:,Good To Soft,NA,NA,NA,NA,NA,NA,NA,NA,0,2,194,4,152,44,
Fairyhouse,800583,2021-12-11,12:00,1,Ain't That A Shame,NA,12,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,2/531-,289,7,168,45,
Fairyhouse,800583,2021-12-11,12:00,2,Baptism Of Fire,NA,12,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,3P000-,226,6,168,45,5
Fairyhouse,800583,2021-12-11,12:00,3,Column Of Fire,NA,12,EW Terms:,Yielding To Soft,NA,74,106,NA,-94,-62,NA,NA,,F/0-80,7,7,168,49,
Fairyhouse,800583,2021-12-11,12:00,4,Exchange Rate,NA,12,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,1U3/P6,18,9,168,20,
Fairyhouse,800583,2021-12-11,12:00,5,Farceur Du Large,NA,12,EW Terms:,Yielding To Soft,NA,33,133,NA,-135,-35,NA,NA,,224-F4,28,6,168,41,5
Fairyhouse,800583,2021-12-11,12:00,6,Father Ailbe,NA,12,EW Terms:,Yielding To Soft,NA,NA,119,NA,NA,-49,NA,NA,,/779-F,27,6,168,50,
Fairyhouse,800583,2021-12-11,12:00,7,Fighter Allen,NA,12,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,P3307-,227,6,168,46,
Fairyhouse,800583,2021-12-11,12:00,8,Gars De Sceaux,NA,12,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,1/211-,273,5,168,49,
Fairyhouse,800583,2021-12-11,12:00,9,Glenloe,NA,12,EW Terms:,Yielding To Soft,NA,NA,142,NA,NA,-26,NA,NA,,4/534/,714,10,168,49,
Fairyhouse,800583,2021-12-11,12:00,10,Mercury Lane,NA,12,EW Terms:,Yielding To Soft,NA,67,97,NA,-101,-71,NA,NA,,221-C0,21,7,168,17,
Fairyhouse,800583,2021-12-11,12:00,11,Outside The Door,NA,12,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,403511,43,5,168,,7
Fairyhouse,800583,2021-12-11,12:00,12,Portstorm,NA,12,EW Terms:,Yielding To Soft,NA,88,110,NA,-80,-58,NA,NA,,/124-6,41,6,168,50,
Fairyhouse,800583,2021-12-11,12:00,13,Stattler,NA,12,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,31343-,227,6,168,46,
Fairyhouse,800583,2021-12-11,12:00,14,Thunderosa,NA,12,EW Terms:,Yielding To Soft,NA,NA,80,NA,NA,-88,NA,NA,,1-1040,27,9,168,33,7
Fairyhouse,800583,2021-12-11,12:00,15,General Counsel,NA,12,EW Terms:,Yielding To Soft,NA,NA,29,NA,NA,-139,NA,NA,,/2/467,14,8,168,40,
Fairyhouse,800583,2021-12-11,12:00,16,The Last Throw,NA,12,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,78-,424,5,168,33,
Cheltenham,798222,2021-12-11,12:05,1,Message Personnel,13008,10                            (MAX 17),EW Terms:,Good To Soft,NA,NA,126,NA,NA,-33,NA,NA,0,41,163,3,159,47,
Cheltenham,798222,2021-12-11,12:05,2,Keepyourdreamsbig,13008,10                            (MAX 17),EW Terms:,Good To Soft,112,79,109,76,-77,-47,-7.25,-16,0,21P4,43,3,156,53,
Cheltenham,798222,2021-12-11,12:05,3,Twilight Twist,13008,10                            (MAX 17),EW Terms:,Good To Soft,123,80,120,77,-76,-36,15,-11.6666666666667,0,12,14,3,156,49,
Cheltenham,798222,2021-12-11,12:05,4,Elusive Artist,13008,10                            (MAX 17),EW Terms:,Good To Soft,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,3,152,26,
Cheltenham,798222,2021-12-11,12:05,5,Interne De Sivola,13008,10                            (MAX 17),EW Terms:,Good To Soft,NA,97,126,NA,-55,-26,NA,NA,0,3,36,3,152,33,
Cheltenham,798222,2021-12-11,12:05,6,Patient Dream,13008,10                            (MAX 17),EW Terms:,Good To Soft,NA,67,123,NA,-85,-29,NA,NA,0,2,17,3,152,36,
Cheltenham,798222,2021-12-11,12:05,7,Titian,13008,10                            (MAX 17),EW Terms:,Good To Soft,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,3,152,27,
Cheltenham,798222,2021-12-11,12:05,8,Yorksea,13008,10                            (MAX 17),EW Terms:,Good To Soft,NA,85,127,NA,-67,-25,NA,NA,0,3,28,3,152,47,
Cheltenham,798222,2021-12-11,12:05,9,Lady Pacifico,13008,10                            (MAX 17),EW Terms:,Good To Soft,NA,87,114,NA,-62,-35,NA,NA,0,1,26,3,149,,
Cheltenham,798222,2021-12-11,12:05,10,Galah,13008,10                            (MAX 17),EW Terms:,Good To Soft,NA,53,116,NA,-92,-29,NA,NA,0,3,14,3,145,60,
Hereford,798241,2021-12-11,12:12,1,Revels Hill,3594,11                            (MAX 16),EW Terms:,Good,122,90,125,93,-79,-44,30,-10,0,04P1-4,42,6,169,50,3
Hereford,798241,2021-12-11,12:12,2,Ebony Gale,3594,11                            (MAX 16),EW Terms:,Good,119,72,126,79,-94,-40,-6,-18.3333333333333,0,212211,18,7,166,28,
Hereford,798241,2021-12-11,12:12,3,Dhowin,3594,11                            (MAX 16),EW Terms:,Good,118,77,122,81,-88,-43,-1.25,-16.6666666666667,0,35F4-3,41,7,165,20,8
Hereford,798241,2021-12-11,12:12,4,Gleno,3594,11                            (MAX 16),EW Terms:,Good,117,72,127,82,-92,-37,7.25,-15.6666666666667,0,521-23,27,9,164,47,
Hereford,798241,2021-12-11,12:12,5,Global Harmony,3594,11                            (MAX 16),EW Terms:,Good,116,43,122,49,-120,-41,-93.75,-37.3333333333333,0,4513-4,24,6,163,47,
Hereford,798241,2021-12-11,12:12,6,Debden Bank,3594,11                            (MAX 16),EW Terms:,Good,115,109,126,120,-53,-36,124,10.3333333333333,0,31-110,50,7,162,,
Hereford,798241,2021-12-11,12:12,7,Velasco,3594,11                            (MAX 16),EW Terms:,Good,115,89,136,110,-73,-26,101.5,3.66666666666667,0,F27-42,52,5,162,43,5
Hereford,798241,2021-12-11,12:12,8,Powerstown Park,3594,11                            (MAX 16),EW Terms:,Good,115,76,126,87,-86,-36,25,-11.6666666666667,0,114-U5,22,8,162,50,
Hereford,798241,2021-12-11,12:12,9,First Class Return,3594,11                            (MAX 16),EW Terms:,Good,114,74,132,92,-87,-29,46.25,-8,0,2114-R,50,8,161,53,
Hereford,798241,2021-12-11,12:12,10,Big Difference,3594,11                            (MAX 16),EW Terms:,Good,112,113,130,131,-46,-29,165.25,18.6666666666667,0,2622F-,232,8,159,50,3
Hereford,798241,2021-12-11,12:12,11,Poniente,3594,11                            (MAX 16),EW Terms:,Good,99,81,121,103,-65,-25,97.25,4.33333333333333,0,6324-5,25,7,146,52,10
Doncaster,798235,2021-12-11,12:20,1,Some Reign,5882,7                            (MAX 20),EW Terms:,Good To Soft,138,132,145,139,-34,-21,207.25,28,0,515-31,42,10,166,43,
Doncaster,798235,2021-12-11,12:20,2,Fanzio,5882,7                            (MAX 20),EW Terms:,Good To Soft,136,82,147,93,-82,-17,74.25,-2,0,741-78,29,6,164,33,
Doncaster,798235,2021-12-11,12:20,3,Sao,5882,7                            (MAX 20),EW Terms:,Good To Soft,136,132,148,144,-32,-16,228,32,0,5102-2,35,7,164,52,3
Doncaster,798235,2021-12-11,12:20,4,Stepney Causeway,5882,7                            (MAX 20),EW Terms:,Good To Soft,135,119,148,132,-38,-9,210.25,28.3333333333333,0,111-32,24,4,157,47,
Doncaster,798235,2021-12-11,12:20,5,Xcitations,5882,7                            (MAX 20),EW Terms:,Good To Soft,127,100,144,117,-55,-11,159.75,17,0,13-225,25,6,155,67,
Doncaster,798235,2021-12-11,12:20,6,Dakota Moirette,5882,7                            (MAX 20),EW Terms:,Good To Soft,122,102,144,124,-48,-6,189.5,23.3333333333333,0,U3356-,306,8,150,,
Doncaster,798235,2021-12-11,12:20,7,Commis D'Office,5882,7                            (MAX 20),EW Terms:,Good To Soft,119,138,146,165,-9,-1,319.25,51.6666666666667,0,4/241-,264,9,147,52,5
Fairyhouse,800208,2021-12-11,12:30,1,Soviet Pimpernel,NA,12,EW Terms:,Yielding To Soft,129,104,127,102,-60,-37,79.25,1.66666666666667,,P2F-43,16,6,164,50,
Fairyhouse,800208,2021-12-11,12:30,2,Castlebrook,NA,12,EW Terms:,Yielding To Soft,128,8,130,10,-155,-33,-192.75,-59.3333333333333,,/75-P8,146,8,163,100,
Fairyhouse,800208,2021-12-11,12:30,3,Samurai Cracker,NA,12,EW Terms:,Yielding To Soft,127,115,137,125,-47,-25,159.25,17.6666666666667,,-53P27,20,8,162,,3
Fairyhouse,800208,2021-12-11,12:30,4,Kitty Galore,NA,12,EW Terms:,Yielding To Soft,124,102,136,114,-57,-23,130.75,11.3333333333333,,03P147,6,7,159,44,5
Fairyhouse,800208,2021-12-11,12:30,5,Arahecan,NA,12,EW Terms:,Yielding To Soft,123,93,138,108,-65,-20,116,7.66666666666667,,5FP-74,27,8,158,45,
Fairyhouse,800208,2021-12-11,12:30,6,Montagne D'argent,NA,12,EW Terms:,Yielding To Soft,123,118,139,134,-40,-19,194.75,25,,431F-5,21,7,158,33,
Fairyhouse,800208,2021-12-11,12:30,7,Halsafari,NA,12,EW Terms:,Yielding To Soft,122,32,137,47,-125,-20,-66,-32.6666666666667,,F-43U6,7,8,157,20,
Fairyhouse,800208,2021-12-11,12:30,8,Weihnachts,NA,12,EW Terms:,Yielding To Soft,119,95,137,113,-59,-17,137.25,12.3333333333333,,11-737,27,7,154,33,
Fairyhouse,800208,2021-12-11,12:30,9,Millen To One,NA,12,EW Terms:,Yielding To Soft,118,83,139,104,-70,-14,113.5,6.66666666666667,,12-588,35,7,153,,
Fairyhouse,800208,2021-12-11,12:30,10,My Manekineko,NA,12,EW Terms:,Yielding To Soft,111,126,137,152,-20,-9,268.25,41,,5-6137,14,12,146,40,7
Fairyhouse,800208,2021-12-11,12:30,11,Fighting Fit,NA,12,EW Terms:,Yielding To Soft,109,65,128,84,-79,-16,61,-3.66666666666667,,35-896,28,6,144,50,
Fairyhouse,800208,2021-12-11,12:30,12,Spare Brakes,NA,12,EW Terms:,Yielding To Soft,109,NA,126,NA,NA,-18,NA,NA,,9329P-,274,11,144,57,
Fairyhouse,800208,2021-12-11,12:30,13,Benefit North,NA,12,EW Terms:,Yielding To Soft,103,111,130,138,-27,-8,235,34.3333333333333,,P88447,32,10,138,50,
Cheltenham,798221,2021-12-11,12:40,1,Captain Cuckoo,13008,4                            (MAX 16),EW Terms:,Good To Soft,98,49,122,73,-107,-34,-20.5,-22.6666666666667,0,22F-5P,32,9,156,67,
Cheltenham,798221,2021-12-11,12:40,2,Jay Bee Why,13008,4                            (MAX 16),EW Terms:,Good To Soft,137,36,156,55,-120,0,-10,-21.6666666666667,0,1515-2,31,6,156,49,
Cheltenham,798221,2021-12-11,12:40,3,My Drogo,13008,4                            (MAX 16),EW Terms:,Good To Soft,155,NA,163,NA,NA,7,NA,NA,0,1111-F,29,6,156,47,
Cheltenham,798221,2021-12-11,12:40,4,Torn And Frayed,13008,4                            (MAX 16),EW Terms:,Good To Soft,133,113,148,128,-43,-8,199,25.6666666666667,0,213-32,22,7,156,36,
Hereford,798240,2021-12-11,12:47,1,World Of Dreams,4085,16                            (MAX 16),EW Terms:,Good,NA,73,125,NA,-86,-34,NA,NA,0,115-1,36,5,159,47,
Hereford,798240,2021-12-11,12:47,2,Angus De Bull,4085,16                            (MAX 16),EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38,5,152,100,5
Hereford,798240,2021-12-11,12:47,3,Auba Me Yang,4085,16                            (MAX 16),EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,0,34-,397,5,152,28,
Hereford,798240,2021-12-11,12:47,4,Braganza Bay,4085,16                            (MAX 16),EW Terms:,Good,NA,95,127,NA,-57,-25,NA,NA,0,28-05,30,4,152,60,
Hereford,798240,2021-12-11,12:47,5,Goodwillhunting,4085,16                            (MAX 16),EW Terms:,Good,NA,NA,70,NA,NA,-82,NA,NA,0,36P5-0,200,6,152,100,
Hereford,798240,2021-12-11,12:47,6,Highstakesplayer,4085,16                            (MAX 16),EW Terms:,Good,NA,100,132,NA,-52,-20,NA,NA,0,325-7,42,5,152,43,
Hereford,798240,2021-12-11,12:47,7,Methody,4085,16                            (MAX 16),EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,0,4,52,4,152,43,5
Hereford,798240,2021-12-11,12:47,8,Mitchell Street,4085,16                            (MAX 16),EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,0,9P,19,4,152,50,3
Hereford,798240,2021-12-11,12:47,9,Mojito Royale,4085,16                            (MAX 16),EW Terms:,Good,NA,43,109,NA,-109,-43,NA,NA,0,6-203,17,5,152,20,
Hereford,798240,2021-12-11,12:47,10,Outback Frontiers,4085,16                            (MAX 16),EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,0,5249,56,5,152,29,5
Hereford,798240,2021-12-11,12:47,11,Paschals Dream,4085,16                            (MAX 16),EW Terms:,Good,NA,96,113,NA,-56,-39,NA,NA,0,63U/86,24,9,152,,3
Hereford,798240,2021-12-11,12:47,12,Sonic Gold,4085,16                            (MAX 16),EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,0,2-0,28,5,152,29,
Hereford,798240,2021-12-11,12:47,13,Stag Horn,4085,16                            (MAX 16),EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,4,152,36,
Hereford,798240,2021-12-11,12:47,14,Tis But A Scratch,4085,16                            (MAX 16),EW Terms:,Good,NA,NA,54,NA,NA,-98,NA,NA,0,99,25,5,152,,5
Hereford,798240,2021-12-11,12:47,15,Walkonthewildside,4085,16                            (MAX 16),EW Terms:,Good,NA,80,129,NA,-72,-23,NA,NA,0,4-74,52,5,152,53,3
Hereford,798240,2021-12-11,12:47,16,Fashion's Model,4085,16                            (MAX 16),EW Terms:,Good,NA,39,108,NA,-106,-37,NA,NA,0,15-54,17,5,145,50,3
Doncaster,798231,2021-12-11,12:55,1,Threeunderthrufive,24489,3                            (MAX 18),EW Terms:,Good To Soft,149,131,161,143,-28,2,261.5,39,0,61-211,27,6,159,44,
Doncaster,798231,2021-12-11,12:55,2,Emitom,24489,3                            (MAX 18),EW Terms:,Good To Soft,143,83,152,92,-73,-4,104,5,0,236P-2,24,7,156,20,
Doncaster,798231,2021-12-11,12:55,3,Fantastikas,24489,3                            (MAX 18),EW Terms:,Good To Soft,136,124,155,143,-32,-1,252.25,36.6666666666667,0,2213-1,25,6,156,36,
Fairyhouse,800203,2021-12-11,1:02,1,Astrophysicist,NA,14,EW Terms:,Yielding To Soft,NA,63,105,NA,-93,-51,NA,NA,,06,39,3,156,40,7
Fairyhouse,800203,2021-12-11,1:02,2,Baron Wild,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,3,156,45,5
Fairyhouse,800203,2021-12-11,1:02,3,Britzka,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,3,156,48,
Fairyhouse,800203,2021-12-11,1:02,4,Celestial Horizon,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,3,156,56,
Fairyhouse,800203,2021-12-11,1:02,5,Equatorial Ridge,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,3,156,40,
Fairyhouse,800203,2021-12-11,1:02,6,Halcyon Spirit,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,P,6,3,156,36,5
Fairyhouse,800203,2021-12-11,1:02,7,Irish Trip,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,,6,3,156,,
Fairyhouse,800203,2021-12-11,1:02,8,Just Jacob,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,P,NA,3,156,36,
Fairyhouse,800203,2021-12-11,1:02,9,Privilege,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,,39,3,156,50,
Fairyhouse,800203,2021-12-11,1:02,10,Vocito,NA,14,EW Terms:,Yielding To Soft,NA,93,114,NA,-63,-42,NA,NA,,743,NA,3,156,33,
Fairyhouse,800203,2021-12-11,1:02,11,Queenie Newall,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,,18,3,149,36,
Fairyhouse,800203,2021-12-11,1:02,12,Saywhatyouwant,NA,14,EW Terms:,Yielding To Soft,NA,64,96,NA,-85,-53,NA,NA,,0,13,3,149,48,
Fairyhouse,800203,2021-12-11,1:02,13,Scenic Look,NA,14,EW Terms:,Yielding To Soft,NA,87,128,NA,-62,-21,NA,NA,,45,49,3,149,100,7
Fairyhouse,800203,2021-12-11,1:02,14,Speedy Pix,NA,14,EW Terms:,Yielding To Soft,NA,60,107,NA,-89,-42,NA,NA,,9U,NA,3,149,50,5
Fairyhouse,800203,2021-12-11,1:02,15,Global Export,NA,14,EW Terms:,Yielding To Soft,NA,NA,NA,NA,NA,NA,NA,NA,,,6,3,156,36,5
Fairyhouse,800203,2021-12-11,1:02,16,Seen It In Colour,NA,14,EW Terms:,Yielding To Soft,NA,NA,27,NA,NA,-122,NA,NA,,0,6,3,149,40,
Fairyhouse,800203,2021-12-11,1:02,17,Dixon Line,NA,14,EW Terms:,Yielding To Soft,NA,18,82,NA,-138,-74,NA,NA,,0,39,3,156,50,
Cheltenham,798220,2021-12-11,1:15,1,Amoola Gold,15609,8                            (MAX 17),EW Terms:,Good To Soft,152,136,157,141,-30,-9,236.25,34,0,228-12,21,8,166,47,
Cheltenham,798220,2021-12-11,1:15,2,Cheddleton,15609,8                            (MAX 17),EW Terms:,Good To Soft,149,141,159,151,-22,-4,273,41.6666666666667,0,4113-3,33,6,163,25,
Cheltenham,798220,2021-12-11,1:15,3,Editeur Du Gite,15609,8                            (MAX 17),EW Terms:,Good To Soft,147,145,158,156,-16,-3,290.75,45.6666666666667,0,P11-U1,29,7,161,47,5
Cheltenham,798220,2021-12-11,1:15,4,Moonlighter,15609,8                            (MAX 17),EW Terms:,Good To Soft,144,143,159,158,-15,1,302.75,48,0,F51P-P,39,8,158,33,
Cheltenham,798220,2021-12-11,1:15,5,Torpillo,15609,8                            (MAX 17),EW Terms:,Good To Soft,138,NA,162,NA,NA,10,NA,NA,0,31450/,641,6,152,36,
Cheltenham,798220,2021-12-11,1:15,6,Bun Doran,15609,8                            (MAX 17),EW Terms:,Good To Soft,137,142,163,168,-9,12,348,57,0,5P0-43,29,10,151,32,
Cheltenham,798220,2021-12-11,1:15,7,Frero Banbou,15609,8                            (MAX 17),EW Terms:,Good To Soft,134,121,164,151,-27,16,303,46.6666666666667,0,314-43,14,6,148,52,
